Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM	Total_RNA_Reads
1003-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13555946
1003-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	13555946
1003-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	13555946
1003-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	13555946
1003-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	13555946
1003-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	13555946
1003-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	13555946
1003-01_40	Consensus_1	0	0	0	0	691	0	0	0	0	17231984
1003-01_40	Consensus_2	0	0	0	0	710	0	0	0	0	17231984
1003-01_40	Consensus_3	0	0	0	0	744	0	0	0	0	17231984
1003-01_40	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17231984
1003-01_40	Consensus_4	0	0	0	0	764	0	0	0	0	17231984
1003-01_40	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17231984
1003-01_40	Consensus_5	0	0	0	0	728	0	0	0	0	17231984
1003-01_40	Consensus_6	0	0	0	0	745	0	0	0	0	17231984
1003-01_40	Consensus_7	0	0	0	0	716	0	0	0	0	17231984
1003-01_40	Consensus_8	0	0	0	0	700	0	0	0	0	17231984
1003-01_40	Consensus_9	0	0	0	0	825	0	0	0	0	17231984
1003-01_40	Consensus_10	0	0	0	0	796	0	0	0	0	17231984
1003-01_41	Consensus_1	0	0	0	0	691	0	0	0	0	19674846
1003-01_41	Consensus_2	0	0	0	0	710	0	0	0	0	19674846
1003-01_41	Consensus_3	0	0	0	0	744	0	0	0	0	19674846
1003-01_41	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	19674846
1003-01_41	Consensus_4	0	0	0	0	764	0	0	0	0	19674846
1003-01_41	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19674846
1003-01_41	Consensus_5	0	0	0	0	728	0	0	0	0	19674846
1003-01_41	Consensus_6	0	0	0	0	745	0	0	0	0	19674846
1003-01_41	Consensus_7	0	0	0	0	716	0	0	0	0	19674846
1003-01_41	Consensus_8	0	0	0	0	700	0	0	0	0	19674846
1003-01_41	Consensus_9	0	0	0	0	825	0	0	0	0	19674846
1003-01_41	Consensus_10	0	0	0	0	796	0	0	0	0	19674846
1003-01_42	Consensus_1	0	0	0	0	691	0	0	0	0	17638988
1003-01_42	Consensus_2	0	0	0	0	710	0	0	0	0	17638988
1003-01_42	Consensus_3	0	0	0	0	744	0	0	0	0	17638988
1003-01_42	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17638988
1003-01_42	Consensus_4	0	0	0	0	764	0	0	0	0	17638988
1003-01_42	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17638988
1003-01_42	Consensus_5	0	0	0	0	728	0	0	0	0	17638988
1003-01_42	Consensus_6	0	0	0	0	745	0	0	0	0	17638988
1003-01_42	Consensus_7	0	0	0	0	716	0	0	0	0	17638988
1003-01_42	Consensus_8	0	0	0	0	700	0	0	0	0	17638988
1003-01_42	Consensus_9	0	0	0	0	825	0	0	0	0	17638988
1003-01_42	Consensus_10	0	0	0	0	796	0	0	0	0	17638988
1003-01_43	Consensus_1	0	0	0	0	691	0	0	0	0	14924670
1003-01_43	Consensus_2	0	0	0	0	710	0	0	0	0	14924670
1003-01_43	Consensus_3	0	0	0	0	744	0	0	0	0	14924670
1003-01_43	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	14924670
1003-01_43	Consensus_4	0	0	0	0	764	0	0	0	0	14924670
1003-01_43	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14924670
1003-01_43	Consensus_5	0	0	0	0	728	0	0	0	0	14924670
1003-01_43	Consensus_6	0	0	0	0	745	0	0	0	0	14924670
1003-01_43	Consensus_7	0	0	0	0	716	0	0	0	0	14924670
1003-01_43	Consensus_8	0	0	0	0	700	0	0	0	0	14924670
1003-01_43	Consensus_9	0	0	0	0	825	0	0	0	0	14924670
1003-01_43	Consensus_10	0	0	0	0	796	0	0	0	0	14924670
1003-01_44	Consensus_1	0	0	0	0	691	0	0	0	0	17578500
1003-01_44	Consensus_2	0	0	0	0	710	0	0	0	0	17578500
1003-01_44	Consensus_3	0	0	0	0	744	0	0	0	0	17578500
1003-01_44	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17578500
1003-01_44	Consensus_4	0	0	0	0	764	0	0	0	0	17578500
1003-01_44	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17578500
1003-01_44	Consensus_5	0	0	0	0	728	0	0	0	0	17578500
1003-01_44	Consensus_6	0	0	0	0	745	0	0	0	0	17578500
1003-01_44	Consensus_7	0	0	0	0	716	0	0	0	0	17578500
1003-01_44	Consensus_8	0	0	0	0	700	0	0	0	0	17578500
1003-01_44	Consensus_9	0	0	0	0	825	0	0	0	0	17578500
1003-01_44	Consensus_10	0	0	0	0	796	0	0	0	0	17578500
1003-01_45	Consensus_1	0	0	0	0	691	0	0	0	0	16606362
1003-01_45	Consensus_2	0	0	0	0	710	0	0	0	0	16606362
1003-01_45	Consensus_3	0	0	0	0	744	0	0	0	0	16606362
1003-01_45	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16606362
1003-01_45	Consensus_4	0	0	0	0	764	0	0	0	0	16606362
1003-01_45	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16606362
1003-01_45	Consensus_5	0	0	0	0	728	0	0	0	0	16606362
1003-01_45	Consensus_6	0	0	0	0	745	0	0	0	0	16606362
1003-01_45	Consensus_7	0	0	0	0	716	0	0	0	0	16606362
1003-01_45	Consensus_8	0	0	0	0	700	0	0	0	0	16606362
1003-01_45	Consensus_9	0	0	0	0	825	0	0	0	0	16606362
1003-01_45	Consensus_10	0	0	0	0	796	0	0	0	0	16606362
1003-01_46	Consensus_1	0	0	0	0	691	0	0	0	0	9202954
1003-01_46	Consensus_2	0	0	0	0	710	0	0	0	0	9202954
1003-01_46	Consensus_3	0	0	0	0	744	0	0	0	0	9202954
1003-01_46	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	9202954
1003-01_46	Consensus_4	0	0	0	0	764	0	0	0	0	9202954
1003-01_46	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	9202954
1003-01_46	Consensus_5	0	0	0	0	728	0	0	0	0	9202954
1003-01_46	Consensus_6	0	0	0	0	745	0	0	0	0	9202954
1003-01_46	Consensus_7	0	0	0	0	716	0	0	0	0	9202954
1003-01_46	Consensus_8	0	0	0	0	700	0	0	0	0	9202954
1003-01_46	Consensus_9	0	0	0	0	825	0	0	0	0	9202954
1003-01_46	Consensus_10	0	0	0	0	796	0	0	0	0	9202954
1003-01_47	Consensus_1	0	0	0	0	691	0	0	0	0	22276278
1003-01_47	Consensus_2	0	0	0	0	710	0	0	0	0	22276278
1003-01_47	Consensus_3	0	0	0	0	744	0	0	0	0	22276278
1003-01_47	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	22276278
1003-01_47	Consensus_4	0	0	0	0	764	0	0	0	0	22276278
1003-01_47	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	22276278
1003-01_47	Consensus_5	0	0	0	0	728	0	0	0	0	22276278
1003-01_47	Consensus_6	0	0	0	0	745	0	0	0	0	22276278
1003-01_47	Consensus_7	0	0	0	0	716	0	0	0	0	22276278
1003-01_47	Consensus_8	0	0	0	0	700	0	0	0	0	22276278
1003-01_47	Consensus_9	0	0	0	0	825	0	0	0	0	22276278
1003-01_47	Consensus_10	0	0	0	0	796	0	0	0	0	22276278
1003-01_48	Consensus_1	0	0	0	0	691	0	0	0	0	10562628
1003-01_48	Consensus_2	0	0	0	0	710	0	0	0	0	10562628
1003-01_48	Consensus_3	0	0	0	0	744	0	0	0	0	10562628
1003-01_48	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10562628
1003-01_48	Consensus_4	0	0	0	0	764	0	0	0	0	10562628
1003-01_48	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10562628
1003-01_48	Consensus_5	0	0	0	0	728	0	0	0	0	10562628
1003-01_48	Consensus_6	0	0	0	0	745	0	0	0	0	10562628
1003-01_48	Consensus_7	0	0	0	0	716	0	0	0	0	10562628
1003-01_48	Consensus_8	0	0	0	0	700	0	0	0	0	10562628
1003-01_48	Consensus_9	0	0	0	0	825	0	0	0	0	10562628
1003-01_48	Consensus_10	0	0	0	0	796	0	0	0	0	10562628
1003-01_49	Consensus_1	0	0	0	0	691	0	0	0	0	13531252
1003-01_49	Consensus_2	0	0	0	0	710	0	0	0	0	13531252
1003-01_49	Consensus_3	0	0	0	0	744	0	0	0	0	13531252
1003-01_49	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13531252
1003-01_49	Consensus_4	0	0	0	0	764	0	0	0	0	13531252
1003-01_49	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13531252
1003-01_49	Consensus_5	0	0	0	0	728	0	0	0	0	13531252
1003-01_49	Consensus_6	0	0	0	0	745	0	0	0	0	13531252
1003-01_49	Consensus_7	0	0	0	0	716	0	0	0	0	13531252
1003-01_49	Consensus_8	0	0	0	0	700	0	0	0	0	13531252
1003-01_49	Consensus_9	0	0	0	0	825	0	0	0	0	13531252
1003-01_49	Consensus_10	0	0	0	0	796	0	0	0	0	13531252
1003-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	11946638
1003-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	11946638
1003-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	11946638
1003-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11946638
1003-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	11946638
1003-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11946638
1003-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	11946638
1003-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	11946638
1003-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	11946638
1003-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	11946638
1003-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	11946638
1003-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	11946638
1003-01_50	Consensus_1	0	0	0	0	691	0	0	0	0	13206024
1003-01_50	Consensus_2	0	0	0	0	710	0	0	0	0	13206024
1003-01_50	Consensus_3	0	0	0	0	744	0	0	0	0	13206024
1003-01_50	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13206024
1003-01_50	Consensus_4	0	0	0	0	764	0	0	0	0	13206024
1003-01_50	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13206024
1003-01_50	Consensus_5	0	0	0	0	728	0	0	0	0	13206024
1003-01_50	Consensus_6	0	0	0	0	745	0	0	0	0	13206024
1003-01_50	Consensus_7	0	0	0	0	716	0	0	0	0	13206024
1003-01_50	Consensus_8	0	0	0	0	700	0	0	0	0	13206024
1003-01_50	Consensus_9	0	0	0	0	825	0	0	0	0	13206024
1003-01_50	Consensus_10	0	0	0	0	796	0	0	0	0	13206024
1003-01_51	Consensus_1	0	0	0	0	691	0	0	0	0	12170236
1003-01_51	Consensus_2	0	0	0	0	710	0	0	0	0	12170236
1003-01_51	Consensus_3	0	0	0	0	744	0	0	0	0	12170236
1003-01_51	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	12170236
1003-01_51	Consensus_4	0	0	0	0	764	0	0	0	0	12170236
1003-01_51	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	12170236
1003-01_51	Consensus_5	0	0	0	0	728	0	0	0	0	12170236
1003-01_51	Consensus_6	0	0	0	0	745	0	0	0	0	12170236
1003-01_51	Consensus_7	0	0	0	0	716	0	0	0	0	12170236
1003-01_51	Consensus_8	0	0	0	0	700	0	0	0	0	12170236
1003-01_51	Consensus_9	0	0	0	0	825	0	0	0	0	12170236
1003-01_51	Consensus_10	0	0	0	0	796	0	0	0	0	12170236
1003-01_52	Consensus_1	0	0	0	0	691	0	0	0	0	8524544
1003-01_52	Consensus_2	0	0	0	0	710	0	0	0	0	8524544
1003-01_52	Consensus_3	0	0	0	0	744	0	0	0	0	8524544
1003-01_52	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8524544
1003-01_52	Consensus_4	0	0	0	0	764	0	0	0	0	8524544
1003-01_52	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8524544
1003-01_52	Consensus_5	0	0	0	0	728	0	0	0	0	8524544
1003-01_52	Consensus_6	0	0	0	0	745	0	0	0	0	8524544
1003-01_52	Consensus_7	0	0	0	0	716	0	0	0	0	8524544
1003-01_52	Consensus_8	0	0	0	0	700	0	0	0	0	8524544
1003-01_52	Consensus_9	0	0	0	0	825	0	0	0	0	8524544
1003-01_52	Consensus_10	0	0	0	0	796	0	0	0	0	8524544
1003-01_53	Consensus_1	0	0	0	0	691	0	0	0	0	18478222
1003-01_53	Consensus_2	0	0	0	0	710	0	0	0	0	18478222
1003-01_53	Consensus_3	0	0	0	0	744	0	0	0	0	18478222
1003-01_53	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18478222
1003-01_53	Consensus_4	0	0	0	0	764	0	0	0	0	18478222
1003-01_53	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18478222
1003-01_53	Consensus_5	0	0	0	0	728	0	0	0	0	18478222
1003-01_53	Consensus_6	0	0	0	0	745	0	0	0	0	18478222
1003-01_53	Consensus_7	0	0	0	0	716	0	0	0	0	18478222
1003-01_53	Consensus_8	0	0	0	0	700	0	0	0	0	18478222
1003-01_53	Consensus_9	0	0	0	0	825	0	0	0	0	18478222
1003-01_53	Consensus_10	0	0	0	0	796	0	0	0	0	18478222
1003-01_54	Consensus_1	0	0	0	0	691	0	0	0	0	18410812
1003-01_54	Consensus_2	0	0	0	0	710	0	0	0	0	18410812
1003-01_54	Consensus_3	0	0	0	0	744	0	0	0	0	18410812
1003-01_54	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18410812
1003-01_54	Consensus_4	0	0	0	0	764	0	0	0	0	18410812
1003-01_54	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18410812
1003-01_54	Consensus_5	0	0	0	0	728	0	0	0	0	18410812
1003-01_54	Consensus_6	0	0	0	0	745	0	0	0	0	18410812
1003-01_54	Consensus_7	0	0	0	0	716	0	0	0	0	18410812
1003-01_54	Consensus_8	0	0	0	0	700	0	0	0	0	18410812
1003-01_54	Consensus_9	0	0	0	0	825	0	0	0	0	18410812
1003-01_54	Consensus_10	0	0	0	0	796	0	0	0	0	18410812
1003-01_55	Consensus_1	0	0	0	0	691	0	0	0	0	10047776
1003-01_55	Consensus_2	0	0	0	0	710	0	0	0	0	10047776
1003-01_55	Consensus_3	0	0	0	0	744	0	0	0	0	10047776
1003-01_55	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10047776
1003-01_55	Consensus_4	0	0	0	0	764	0	0	0	0	10047776
1003-01_55	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10047776
1003-01_55	Consensus_5	0	0	0	0	728	0	0	0	0	10047776
1003-01_55	Consensus_6	0	0	0	0	745	0	0	0	0	10047776
1003-01_55	Consensus_7	0	0	0	0	716	0	0	0	0	10047776
1003-01_55	Consensus_8	0	0	0	0	700	0	0	0	0	10047776
1003-01_55	Consensus_9	0	0	0	0	825	0	0	0	0	10047776
1003-01_55	Consensus_10	0	0	0	0	796	0	0	0	0	10047776
1003-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	16555992
1003-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	16555992
1003-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	16555992
1003-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16555992
1003-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	16555992
1003-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16555992
1003-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	16555992
1003-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	16555992
1003-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	16555992
1003-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	16555992
1003-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	16555992
1003-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	16555992
1003-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	15745690
1003-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	15745690
1003-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	15745690
1003-01_7	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15745690
1003-01_7	Consensus_4	0	0	0	0	764	0	0	0	0	15745690
1003-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15745690
1003-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	15745690
1003-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	15745690
1003-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	15745690
1003-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	15745690
1003-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	15745690
1003-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	15745690
1003-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	18944470
1003-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	18944470
1003-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	18944470
1003-01_8	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18944470
1003-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	18944470
1003-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18944470
1003-01_8	Consensus_5	0	0	0	0	728	0	0	0	0	18944470
1003-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	18944470
1003-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	18944470
1003-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	18944470
1003-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	18944470
1003-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	18944470
1003-01_9	Consensus_1	0	0	0	0	691	0	0	0	0	17670638
1003-01_9	Consensus_2	0	0	0	0	710	0	0	0	0	17670638
1003-01_9	Consensus_3	0	0	0	0	744	0	0	0	0	17670638
1003-01_9	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17670638
1003-01_9	Consensus_4	0	0	0	0	764	0	0	0	0	17670638
1003-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17670638
1003-01_9	Consensus_5	0	0	0	0	728	0	0	0	0	17670638
1003-01_9	Consensus_6	0	0	0	0	745	0	0	0	0	17670638
1003-01_9	Consensus_7	0	0	0	0	716	0	0	0	0	17670638
1003-01_9	Consensus_8	0	0	0	0	700	0	0	0	0	17670638
1003-01_9	Consensus_9	0	0	0	0	825	0	0	0	0	17670638
1003-01_9	Consensus_10	0	0	0	0	796	0	0	0	0	17670638
102-01_1	Consensus_1	0	0	0	0	691	0	0	0	0	14664992
102-01_1	Consensus_2	0	0	0	0	710	0	0	0	0	14664992
102-01_1	Consensus_3	0	0	0	0	744	0	0	0	0	14664992
102-01_1	S129C40_011191_vs01_27	0.7064439	0.6243386	337	1.108465	988	4	0.004048583	1012145.75	1000000	14664992
102-01_1	Consensus_4	0	0	0	0	764	0	0	0	0	14664992
102-01_1	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14664992
102-01_1	Consensus_5	0	0	0	0	728	0	0	0	0	14664992
102-01_1	Consensus_6	0	0	0	0	745	0	0	0	0	14664992
102-01_1	Consensus_7	0	0	0	0	716	0	0	0	0	14664992
102-01_1	Consensus_8	0	0	0	0	700	0	0	0	0	14664992
102-01_1	Consensus_9	0	0	0	0	825	0	0	0	0	14664992
102-01_1	Consensus_10	0	0	0	0	796	0	0	0	0	14664992
102-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	19589306
102-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	19589306
102-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	19589306
102-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	19589306
102-01_10	Consensus_4	0	0	0	0	764	0	0	0	0	19589306
102-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19589306
102-01_10	Consensus_5	0	0	0	0	728	0	0	0	0	19589306
102-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	19589306
102-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	19589306
102-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	19589306
102-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	19589306
102-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	19589306
102-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	17773756
102-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	17773756
102-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	17773756
102-01_11	S129C40_011191_vs01_27	2.1551313	2.0714285	301	8.296097	988	12	0.012145749	1012145.75	1000000	17773756
102-01_11	Consensus_4	0	0	0	0	764	0	0	0	0	17773756
102-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17773756
102-01_11	Consensus_5	0	0	0	0	728	0	0	0	0	17773756
102-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	17773756
102-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	17773756
102-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	17773756
102-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	17773756
102-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	17773756
102-01_2	Consensus_1	0	0	0	0	691	0	0	0	0	13715822
102-01_2	Consensus_2	0	0	0	0	710	0	0	0	0	13715822
102-01_2	Consensus_3	0	0	0	0	744	0	0	0	0	13715822
102-01_2	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13715822
102-01_2	Consensus_4	0	0	0	0	764	0	0	0	0	13715822
102-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13715822
102-01_2	Consensus_5	0	0	0	0	728	0	0	0	0	13715822
102-01_2	Consensus_6	0	0	0	0	745	0	0	0	0	13715822
102-01_2	Consensus_7	0	0	0	0	716	0	0	0	0	13715822
102-01_2	Consensus_8	0	0	0	0	700	0	0	0	0	13715822
102-01_2	Consensus_9	0	0	0	0	825	0	0	0	0	13715822
102-01_2	Consensus_10	0	0	0	0	796	0	0	0	0	13715822
102-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	14631014
102-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	14631014
102-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	14631014
102-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	14631014
102-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	14631014
102-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14631014
102-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	14631014
102-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	14631014
102-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	14631014
102-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	14631014
102-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	14631014
102-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	14631014
102-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	10650846
102-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	10650846
102-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	10650846
102-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10650846
102-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	10650846
102-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10650846
102-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	10650846
102-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	10650846
102-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	10650846
102-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	10650846
102-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	10650846
102-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	10650846
102-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	19270424
102-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	19270424
102-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	19270424
102-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	19270424
102-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	19270424
102-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19270424
102-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	19270424
102-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	19270424
102-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	19270424
102-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	19270424
102-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	19270424
102-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	19270424
102-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	19080976
102-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	19080976
102-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	19080976
102-01_7	S129C40_011191_vs01_27	0.18019094	0.1468254	151	0.14789864	988	1	0.001012146	1012145.75	1000000	19080976
102-01_7	Consensus_4	0	0	0	0	764	0	0	0	0	19080976
102-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19080976
102-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	19080976
102-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	19080976
102-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	19080976
102-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	19080976
102-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	19080976
102-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	19080976
102-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	20312710
102-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	20312710
102-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	20312710
102-01_8	S129C40_011191_vs01_27	0.35918856	0.33333334	292	0.2519525	988	2	0.002024292	1012145.75	1000000	20312710
102-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	20312710
102-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	20312710
102-01_8	Consensus_5	0	0	0	0	728	0	0	0	0	20312710
102-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	20312710
102-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	20312710
102-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	20312710
102-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	20312710
102-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	20312710
102-01_9	Consensus_1	0	0	0	0	691	0	0	0	0	23560634
102-01_9	Consensus_2	0	0	0	0	710	0	0	0	0	23560634
102-01_9	Consensus_3	0	0	0	0	744	0	0	0	0	23560634
102-01_9	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	23560634
102-01_9	Consensus_4	0	0	0	0	764	0	0	0	0	23560634
102-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	23560634
102-01_9	Consensus_5	0	0	0	0	728	0	0	0	0	23560634
