Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM
S63C2089_0138_vs01_6_2089-01_4	S63C2089_0138_vs01_6	0	0	0	0	711	0	0	0	0
S63C2089_0124_vs01_96_2089-01_4	S63C2089_0124_vs01_96	0	0	0	0	711	0	0	0	0
S63C2089_01265_vs01_4_2089-01_4	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_4	S63C2089_0148_vs01_fragment_2_104	250.5	252.3494	702	1529.9963	702	1163	1.6566951	1424501.4	1000000
S63C2089_0138_vs01_6_2089-01_3	S63C2089_0138_vs01_6	0	0	0	0	711	0	0	0	0
S63C2089_0124_vs01_96_2089-01_3	S63C2089_0124_vs01_96	0	0	0	0	711	0	0	0	0
S63C2089_01265_vs01_4_2089-01_3	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_3	S63C2089_0148_vs01_fragment_2_104	157.44385	158.58234	700	775.5871	702	739	1.0527066	1424501.4	1000000
S63C2089_0138_vs01_6_2089-01_8	S63C2089_0138_vs01_6	106.01426	107.00396	711	165.46407	711	490	0.6891702	1406469.8	1000000
S63C2089_0124_vs01_96_2089-01_8	S63C2089_0124_vs01_96	31.206774	31.30891	688	18.964314	711	144	0.20253165	1406469.6	1000000
S63C2089_01265_vs01_4_2089-01_8	S63C2089_01265_vs01_4	8.920962	8.875955	702	7.4223137	732	42	0.057377048	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_8	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S63C2089_0138_vs01_6_2089-01_7	S63C2089_0138_vs01_6	85.4902	86.384155	711	115.750336	711	399	0.5611814	1406469.8	1000000
S63C2089_0124_vs01_96_2089-01_7	S63C2089_0124_vs01_96	7.057041	7.0673265	679	6.914596	711	37	0.05203938	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_7	S63C2089_01265_vs01_4	19.38488	19.532442	726	11.328374	732	98	0.13387978	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_7	S63C2089_0148_vs01_fragment_2_104	1.4782609	1.4497992	498	1.1937189	702	6	0.008547009	1424501.5	1000000
S63C2089_0138_vs01_6_2089-01_10	S63C2089_0138_vs01_6	13.278075	13.40396	671	14.268967	711	55	0.07735584	1406469.6	1000000
S63C2089_0124_vs01_96_2089-01_10	S63C2089_0124_vs01_96	10.944741	11.120792	688	4.4630127	711	47	0.06610408	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_10	S63C2089_01265_vs01_4	0.9020619	0.8950382	399	0.6668115	732	5	0.006830601	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_10	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S64C2116_0137_vs01_157_2116-01_10	S64C2116_0137_vs01_157	30.889482	30.40792	703	78.97348	711	155	0.21800281	1406469.6	1000000
S64C2116_0137_vs01_157_2116_01_9	S64C2116_0137_vs01_157	84.42068	85.09505	711	120.37271	711	390	0.5485232	1406469.8	1000000
S64C2116_0137_vs01_157_2116_01_6	S64C2116_0137_vs01_157	7.959002	7.9227724	703	9.267959	711	41	0.05766526	1406469.9	1000000
S64C2116_0137_vs01_157_2116_01_8	S64C2116_0137_vs01_157	72.54723	73.58416	709	233.62321	711	325	0.4571027	1406469.8	1000000
S64C2116_0137_vs01_157_2116-01_11	S64C2116_0137_vs01_157	133.40642	135.44356	708	403.37366	711	635	0.8931083	1406469.8	1000000
S64C2116_0137_vs01_157_2116_01_4	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116-01_1	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116_01_3	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116-01_7	S64C2116_0137_vs01_157	35.786095	35.982178	703	42.871986	711	176	0.24753867	1406469.9	1000000
S64C2116_0137_vs01_157_2116-01_5	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_25	S66C2131_0168_vs01_24	95.08556	95.02574	711	161.09978	711	439	0.6174402	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_5	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_1	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_22	S66C2131_0168_vs01_24	67.30303	67.78614	711	86.41875	711	317	0.4458509	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_20	S66C2131_0168_vs01_24	60.65419	61.19802	711	105.20519	711	282	0.39662448	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_24	S66C2131_0168_vs01_24	67.86096	68.85743	711	139.70201	711	308	0.4331927	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_23	S66C2131_0168_vs01_24	39.80392	40.683167	711	45.96864	711	188	0.2644163	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_18	S66C2131_0168_vs01_24	80.26382	81.05148	703	140.0624	711	368	0.51758087	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_4	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_9	S66C2131_0168_vs01_24	63.073082	63.164356	708	162.96071	711	302	0.42475387	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_10	S66C2131_0168_vs01_24	113.74332	114.30297	707	134.18047	711	549	0.7721519	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_21	S66C2131_0168_vs01_24	66.786095	66.918816	711	175.3256	711	337	0.4739803	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_2	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_14	S66C2131_0168_vs01_24	88.23351	88.74059	711	119.58644	711	448	0.63009846	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_8	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_17	S66C2131_0168_vs01_24	35.609627	36.059406	707	45.224106	711	171	0.24050634	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_7	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_16	S66C2131_0168_vs01_24	150.90553	152.92079	711	514.70355	711	721	1.0140647	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_13	S66C2131_0168_vs01_24	69.55258	69.86139	711	132.95837	711	343	0.48241913	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_12	S66C2131_0168_vs01_24	130.03564	131.90099	711	339.59866	711	614	0.8635724	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_19	S66C2131_0168_vs01_24	125.11052	125.59208	711	409.027	711	597	0.83966243	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_11	S66C2131_0168_vs01_24	99.27451	100.03762	711	129.21016	711	457	0.6427567	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_15	S66C2131_0168_vs01_24	82.850266	83.20594	711	84.60971	711	394	0.5541491	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_6	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S68C2146_01267_vs01_7_2146-01_12	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_11	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_13	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_10	S68C2146_01267_vs01_7	9.627148	9.812977	653	11.125807	732	46	0.06284153	1366120.3	1000000
S68C2146_01267_vs01_7_2146-01_5	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_9	S68C2146_01267_vs01_7	6.5309277	6.5496182	708	3.0928457	732	32	0.043715846	1366120.3	1000000
S68C2146_01267_vs01_7_2146-01_4	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_6	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S68C2146_01267_vs01_7_2146-01_8	S68C2146_01267_vs01_7	1.9106529	1.9389313	634	1.1245335	732	8	0.010928961	1366120.3	1000000
S68C2146_01267_vs01_7_2146-01_7	S68C2146_01267_vs01_7	0	0	0	0	732	0	0	0	0
S69C2150_0120_vs01_10_2150-01_1	S69C2150_0120_vs01_10	176.19698	178.60822	744	784.9342	744	847	1.1384408	1344086	1000000
S69C2150_0120_vs01_10_2150-01_2	S69C2150_0120_vs01_10	92.720535	93.92724	744	201.03815	744	468	0.62903225	1344086	1000000
S69C2150_0120_vs01_10_2150-01_6	S69C2150_0120_vs01_10	43.223907	42.90485	742	94.06614	744	264	0.3548387	1344086	1000000
S69C2150_0120_vs01_10_2150-01_8	S69C2150_0120_vs01_10	2.1111112	2	433	5.093873	744	13	0.017473118	1344086	1000000
S69C2150_0120_vs01_10_2150-01_5	S69C2150_0120_vs01_10	3.8164983	3.8302238	670	3.3709917	744	23	0.030913979	1344086.1	1000000
S69C2150_0120_vs01_10_2150-01_7	S69C2150_0120_vs01_10	76.29798	77.143654	744	226.18254	744	418	0.56182796	1344086	1000000
S69C2150_0120_vs01_10_2150-01_3	S69C2150_0120_vs01_10	108.44108	109.089554	742	507.45447	744	640	0.86021507	1344086	1000000
S69C2150_0120_vs01_10_2150-01_4	S69C2150_0120_vs01_10	29.858585	29.770523	744	65.17728	744	180	0.24193548	1344086	1000000
2166_01328_5_2166-01_19	2166_01328_5	133.31194	134.08713	711	321.04364	711	641	0.90154713	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_19	S72C2166_01102_vs01_3	26.85205	26.651485	702	67.21557	711	125	0.17580871	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_19	S72C2166_011137_vs01_14	0.20526315	0.17509727	149	0.16341688	720	1	0.0013888889	1388888.9	1000000
2166_01328_5_2166-01_3	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_3	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_3	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_2	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_2	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_2	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_17	2166_01328_5	135.12656	136.38812	711	440.13928	711	645	0.907173	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_17	S72C2166_01102_vs01_3	32.365417	32.78812	698	98.67874	711	151	0.21237694	1406469.9	1000000
S72C2166_011137_vs01_14_2166-01_17	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_18	2166_01328_5	131.79144	133.1703	711	599.1906	711	625	0.8790436	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_18	S72C2166_01102_vs01_3	21.10517	21.350494	651	41.583565	711	97	0.13642757	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_18	S72C2166_011137_vs01_14	0.42982456	0.37159532	124	0.6708137	720	2	0.0027777778	1388888.9	1000000
2166_01328_5_2166-01_15	2166_01328_5	126.65954	127.41188	711	280.86407	711	612	0.8607595	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_15	S72C2166_01102_vs01_3	48.244205	48.91881	697	197.34203	711	222	0.31223628	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_15	S72C2166_011137_vs01_14	4.377193	4.381323	650	2.404048	720	18	0.025	1388888.8	1000000
2166_01328_5_2166-01_12	2166_01328_5	86.23173	86.84753	703	106.60335	711	419	0.5893108	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_12	S72C2166_01102_vs01_3	31.975044	32.156437	710	40.706528	711	146	0.20534459	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_12	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_6	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_6	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_6	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_8	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_8	S72C2166_01102_vs01_3	126.38146	128.699	711	640.78613	711	580	0.81575245	1406469.9	1000000
S72C2166_011137_vs01_14_2166-01_8	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_11	2166_01328_5	81.75044	82.4198	711	112.13047	711	381	0.53586495	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_11	S72C2166_01102_vs01_3	49.506237	50.156437	711	121.15753	711	230	0.32348806	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_11	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_14	2166_01328_5	492.62567	497.29703	711	3209.0642	711	2413	3.3938115	1406469.9	1000000
S72C2166_01102_vs01_3_2166-01_14	S72C2166_01102_vs01_3	50.18895	49.97624	701	134.19637	711	236	0.33192685	1406469.9	1000000
S72C2166_011137_vs01_14_2166-01_14	S72C2166_011137_vs01_14	2.37193	2.315175	568	2.884272	720	13	0.018055556	1388888.8	1000000
2166_01328_5_2166-01_1	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_1	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_1	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_4	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_4	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_4	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_16	2166_01328_5	187.54724	190.01782	711	443.20892	711	895	1.2587905	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_16	S72C2166_01102_vs01_3	47.21925	47.86931	710	108.59648	711	226	0.31786215	1406469.6	1000000
S72C2166_011137_vs01_14_2166-01_16	S72C2166_011137_vs01_14	0.8789474	0.8696498	379	0.7955138	720	4	0.0055555557	1388888.9	1000000
2166_01328_5_2166-01_10	2166_01328_5	50.506237	50.50099	699	109.400444	711	254	0.35724333	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_10	S72C2166_01102_vs01_3	75.504456	76.6	703	228.8183	711	353	0.49648383	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_10	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_13	2166_01328_5	261.918	265.09506	711	1828.0571	711	1265	1.7791842	1406469.8	1000000
S72C2166_01102_vs01_3_2166-01_13	S72C2166_01102_vs01_3	33.805702	33.673267	689	61.742535	711	160	0.22503516	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_13	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_7	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_7	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_7	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_5	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_5	S72C2166_01102_vs01_3	0	0	0	0	711	0	0	0	0
S72C2166_011137_vs01_14_2166-01_5	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
2166_01328_5_2166-01_9	2166_01328_5	0	0	0	0	711	0	0	0	0
S72C2166_01102_vs01_3_2166-01_9	S72C2166_01102_vs01_3	69.45098	70.459404	707	115.71239	711	322	0.45288327	1406469.8	1000000
S72C2166_011137_vs01_14_2166-01_9	S72C2166_011137_vs01_14	0	0	0	0	720	0	0	0	0
S75C2173_016_vs01_48_2173-01_6	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_6	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_7	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_7	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_4	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_4	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_2	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_2	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_3	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_3	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_9	S75C2173_016_vs01_48	8.889483	8.936634	697	6.337765	711	45	0.06329114	1406469.8	1000000
S75C2173_0111_vs01_3_2173-01_9	S75C2173_0111_vs01_3	10.286987	10.304951	648	34.737137	711	46	0.06469761	1406469.9	1000000
S75C2173_016_vs01_48_2173-01_10	S75C2173_016_vs01_48	51.306595	51.938614	709	47.809376	711	240	0.33755276	1406469.9	1000000
S75C2173_0111_vs01_3_2173-01_10	S75C2173_0111_vs01_3	48.165775	48.419804	711	68.93853	711	223	0.31364277	1406469.8	1000000
S75C2173_016_vs01_48_2173-01_1	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_1	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S75C2173_016_vs01_48_2173-01_8	S75C2173_016_vs01_48	0	0	0	0	711	0	0	0	0
S75C2173_0111_vs01_3_2173-01_8	S75C2173_0111_vs01_3	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_7	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_7	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_7	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_20	S79C2196_0140_vs01_303	18.487719	18.527237	683	21.28368	720	85	0.11805555	1388889	1000000
S79C2196_0140_vs01_160_2196-01_20	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_20	S79C2196_01275_vs01_8	19.762924	19.643564	709	25.338337	711	95	0.13361463	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_21	S79C2196_0140_vs01_303	19.354385	19.501945	643	56.13428	720	84	0.11666667	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_21	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_21	S79C2196_01275_vs01_8	20.504456	20.659407	708	47.00043	711	93	0.1308017	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_2	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_2	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_2	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_8	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_8	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_8	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_19	S79C2196_0140_vs01_303	7.080702	7.180934	679	5.371332	720	35	0.048611112	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_19	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_19	S79C2196_01275_vs01_8	6.8983955	6.980198	669	5.1414447	711	33	0.046413504	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_6	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_6	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_6	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_4	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_4	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_4	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_18	S79C2196_0140_vs01_303	8.264913	8.229572	679	14.068538	720	37	0.05138889	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_18	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_18	S79C2196_01275_vs01_8	8.611408	8.558415	685	12.252298	711	42	0.05907173	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_5	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_5	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_5	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_13	S79C2196_0140_vs01_303	2.6052632	2.57393	613	1.585561	720	12	0.016666668	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_13	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_13	S79C2196_01275_vs01_8	2.745098	2.7287128	656	1.297409	711	13	0.018284107	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_3	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_3	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_3	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_11	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_11	S79C2196_0140_vs01_160	4.37234	4.3877954	584	5.7900686	714	19	0.026610645	1400560.3	1000000
S79C2196_01275_vs01_8_2196-01_11	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_12	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_12	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_12	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_16	S79C2196_0140_vs01_303	18.722807	18.675097	712	31.437967	720	85	0.11805555	1388889	1000000
S79C2196_0140_vs01_160_2196-01_16	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_16	S79C2196_01275_vs01_8	18.2246	18.158417	674	30.32447	711	81	0.11392405	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_22	S79C2196_0140_vs01_303	31.645615	31.988327	708	36.236214	720	151	0.20972222	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_22	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_22	S79C2196_01275_vs01_8	32.374332	32.774258	704	30.231054	711	153	0.21518987	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_9	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_9	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_9	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_17	S79C2196_0140_vs01_303	23.298246	23.636187	691	63.584	720	101	0.14027777	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_17	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_17	S79C2196_01275_vs01_8	24.629234	24.956436	709	47.426563	711	110	0.15471168	1406469.6	1000000
S79C2196_0140_vs01_303_2196-01_10	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_10	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_10	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_14	S79C2196_0140_vs01_303	62.954388	63.649807	708	346.5323	720	280	0.3888889	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_14	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_14	S79C2196_01275_vs01_8	63.900177	64.435646	706	305.45792	711	283	0.39803094	1406469.9	1000000
S79C2196_0140_vs01_303_2196-01_1	S79C2196_0140_vs01_303	0	0	0	0	720	0	0	0	0
S79C2196_0140_vs01_160_2196-01_1	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_1	S79C2196_01275_vs01_8	0	0	0	0	711	0	0	0	0
S79C2196_0140_vs01_303_2196-01_15	S79C2196_0140_vs01_303	29	29.101168	677	67.59578	720	128	0.17777778	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_15	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_15	S79C2196_01275_vs01_8	30.15508	30.180199	703	65.052704	711	135	0.18987341	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_23	S79C2196_0140_vs01_303	39.929825	40.328793	720	173.11632	720	182	0.25277779	1388888.8	1000000
S79C2196_0140_vs01_160_2196-01_23	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_23	S79C2196_01275_vs01_8	40.5205	40.776237	701	154.23572	711	186	0.2616034	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_25	S79C2196_0140_vs01_303	80.378944	81.59338	720	368.71375	720	361	0.5013889	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_25	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
S79C2196_01275_vs01_8_2196-01_25	S79C2196_01275_vs01_8	80.283424	81.30099	704	340.84286	711	361	0.5077356	1406469.8	1000000
S79C2196_0140_vs01_303_2196-01_24	S79C2196_0140_vs01_303	55.84912	56.64786	713	149.31985	720	248	0.34444445	1388888.9	1000000
S79C2196_0140_vs01_160_2196-01_24	S79C2196_0140_vs01_160	0	0	0	0	714	0	0	0	0
